Branch Name,City,District,State / UN,Zone,Pincode,Location type PL
Nagpur - Pratap Nagar,Nagpur,Nagpur,Maharashtra,West,440022,Type A PL
Patna - Patliputra,Patna,Patna,Bihar,East,800013,Type A PL
Patna - Bhootnath Road,Patna,Patna,Bihar,East,800020,Type A PL
Patna - Patna City,Patna,Patna,Bihar,East,800008,Type A PL
Hyderabad - Hayatnagar,Hyderabad,Hyderabad,Telangana,South,501505,Type A PL
Patna - Ashok Rajpath,Patna,Patna,Bihar,East,800004,Type A PL
Chirala,Chirala,Prakasam,Andhra Pradesh,South,523155,Type B PL
Thermax Chowk,Pimpri Chinchwad,Pune,Maharashtra,West,411019,Type A PL
Pune - Mayur Colony,Pune,Pune,Maharashtra,West,411038,Type A PL
Pune - Pashan-Sus Road,Pune,Pune,Maharashtra,West,411021,Type A PL
Pune,Pune,Pune,Maharashtra,West,411014,Type A PL
Pune - Navi Peth,Pune,Pune,Maharashtra,West,411030,Type A PL
Pune - Mohammadwadi,Pune,Pune,Maharashtra,West,411048,Type A PL
Pune - Warje,Pune,Pune,Maharashtra,West,411051,Type A PL
Rajkot - Sadhuvasvani Road,Rajkot,Rajkot,Gujarat,West,360005,Type A PL
"Mavdi Circle, Rajkot",Rajkot,Rajkot,Gujarat,West,360004,Type A PL
"Ranchodnagar, Rajkot",Rajkot,Rajkot,Gujarat,West,360003,Type A PL
"Lalgate, Surat",Surat,Surat,Gujarat,West,395003,Type A PL
"Bhatar, Surat",Surat,Surat,Gujarat,West,395017,Type A PL
 Surat - Althan,Surat,Surat,Gujarat,West,395007,Type A PL
Karimnagar - Kaman Road,Karimnagar,Karimnagar,Telangana,South,505001,Type B PL
Vadodara - Akshar Chowk,Vadodara,Vadodara,Gujarat,West,390020,Type A PL
Vadodara-Subhanpura,Vadodara,Vadodara,Gujarat,West,390016,Type A PL
Pune-Blueridge Hinjewadi,Pune,Pune,Maharashtra,West,411057,Type A PL
Varanasi - Chowk,Varanasi,Varanasi,Uttar Pradesh,North,221010,Type A PL
Visakhapatnam - Madhurawada,Visakhapatnam,Visakhapatnam,Andhra Pradesh,South,530047,Type A PL
Adityapur,Adityapur,Seraikela-Kharsawan,Jharkhand,East,831013,Type A PL
Khatla – Aizawl,Aizawl,Aizawl,Mizoram,East,796001,Type B PL
Alandur,Alandur,Kancheepuram,Tamil Nadu,South,600016,Type A PL
"Vikas Vihar, Ambala",Ambala,Ambala,Haryana,North,134003,Type A PL
Ambattur-North Park Street,Ambattur,Thiruvallur,Tamil Nadu,South,600053,Type A PL
Visakapatnam – Akkayyapalam,Visakhapatnam,Visakhapatnam,Andhra Pradesh,South,530016,Type A PL
Baidyabati - Seoraphuli,Baidyabati,Hugli,West Bengal,East,712223,Type B PL
Banda,Banda,Banda,Uttar Pradesh,North,210001,Type B PL
Bansberia - Tribeni,Bansberia,Hugli,West Bengal,East,712503,Negative Location
Batala - Urban Estate,Batala,Gurdaspur,Punjab,North,143505,Type B PL
Bhatinda - Civil Lines,Bhatinda,Bhatinda,Punjab,North,151001,Type A PL
Belgaum- College Road,Belgaum,Belgaum,Karnataka,South,590001,Type A PL
Mangalore,Mangalore,Dakshin Kannad,Karnataka,South,575005,Type B PL
Berhampur - Bada Bazar,Berhampur,Ganjam,Orissa,East,760006,Type A PL
Bhadreswar,Bhadreswar,Hugli,West Bengal,East,712124,Type B PL
Palej,Palej,Bharuch,Gujarat,West,392210,Type B PL
"Dawn Chowk, Bhavnagar",Bhavnagar,Bhavnagar,Gujarat,West,364001,Type A PL
Bhubaneswar - Sahidnagar,Bhubaneshwar,Khurda,Orissa,East,751007,Type A PL
Bhubaneswar - Jaydev Vihar,Bhubaneshwar,Khurda,Orissa,East,751013,Type A PL
Bilaspur - Gurunanak Chowk,Bilaspur,Bilaspur,Chhattisgarh,East,495004,Type A PL
Bilaspur - Seepat Road,Bilaspur,Bilaspur,Chhattisgarh,East,495001,Type A PL
"Sector 9, Bokaro Steel City",Bokaro Steel City,Bokaro,Jharkhand,East,827009,Type A PL
Budaun,Budaun,Budaun,Uttar Pradesh,North,246601,Negative Location
Chandigarh-Sector 15C,Chandigarh,Chandigarh,Chandigarh,North,160015,Type A PL
Chandrapur - Gandhi Square,Chandrapur,Chandrapur,Maharashtra,West,442401,Type B PL
"Bazar Samiti, Chapra",Chapra,Saran,Bihar,East,841301,Negative Location
Coimbatore -  Thudiyalur,Thudiyalur,Coimbatore,Tamil Nadu,South,641029,Type A PL
Cuttack - College Square,Cuttack,Cuttack,Orissa,East,753003,Type A PL
Cuttack - Link Road,Cuttack,Cuttack,Orissa,East,753010,Type A PL
Cuttack - Cda,Cuttack,Cuttack,Orissa,East,753014,Type A PL
Danapur,Danapur,Patna,Bihar,East,801503,Type A PL
Darbhanga - Laheriasarai,Darbhanga,Darbhanga,Bihar,East,846001,Type B PL
Dehradun - Anurag Chowk,Dehradun,Dehradun,Uttaranchal,North,248001,Type A PL
Dehri,Dehri,Rohtas,Bihar,East,821307,Negative Location
Dibrugarh - Milan Nagar,Dibrugarh,Dibrugarh,Assam,East,786001,Type B PL
Farrukhabad,Farrukhabad,Farrukhabad,Uttar Pradesh,North,209625,Negative Location
"Adipur, Gandhidham",Gandhidham,Kachchh,Gujarat,West,370205,Type A PL
"Transport Nagar, Gandhidham",Gandhidham,Kachchh,Gujarat,West,370201,Type A PL
Mahiuddin Pur Kanawni,Mahiuddin Pur Kanawni,Gautam Buddha Nagar,Uttar Pradesh,North,201014,Negative Location
"Faridabad Road, Gurgaon",Gurgaon,Gurgaon,Haryana,North,122001,Type A PL
Gurgaon-Universal Business Park,Gurgaon,Gurgaon,Haryana,North,122002,Type A PL
"Malibu Towne, Gurgaon",Gurgaon,Gurgaon,Haryana,North,122011,Type A PL
Gurgaon - Sector-4,Gurgaon,Gurgaon,Haryana,North,122002,Type A PL
"Sector 30, Gurgaon",Gurgaon,Gurgaon,Haryana,North,122001,Type A PL
Gurgaon - Gold Souk,Gurgaon,Gurgaon,Haryana,North,122001,Type A PL
Gurgaon - Dlf Phase Iii,Gurgaon,Gurgaon,Haryana,North,122001,Type A PL
Gurgaon - Palam Vihar,Gurgaon,Gurgaon,Haryana,North,122017,Type A PL
"Kalapahar, Guwahati",Guwahati,Kamrup Metropolitan,Assam,East,781016,Type A PL
"Narengi, Guwahati",Guwahati,Kamrup Metropolitan,Assam,East,781026,Type A PL
"Christianbasty, Guwahati",Guwahati,Kamrup,Assam,East,781005,Type B PL
Guwahati - Downtown,Guwahati,Kamrup,Assam,East,781022,Type A PL
Hapur,Hapur,Ghaziabad,Uttar Pradesh,North,245101,Type A PL
Haridwar - Shivalik Nagar,Haridwar,Haridwar,Uttaranchal,North,249407,Type A PL
"Matwari Korra Road, Hazaribag",Hazaribagh,Hazaribagh,Jharkhand,East,825301,Type B PL
Hisar - Defence Colony,Hissar,Hissar,Haryana,North,125001,Type A PL
Hugli - Chinsurah,Hugli - Chinsurah,Hugli,West Bengal,East,712101,Negative Location
" Keishampat, Imphal",Imphal,Imphal West,Manipur,East,795001,Type B PL
Jabalpur - Sadar,Jabalpur,Jabalpur,Madhya Pradesh,West,482001,Type A PL
Jabalpur - Adhartal,Jabalpur,Jabalpur,Madhya Pradesh,West,482004,Type A PL
Jagadari,Jagadhri,Yamunanagar,Haryana,North,135003,Type A PL
Jalandhar- Industrial Area,Jalandhar,Jalandhar,Punjab,North,144004,Type A PL
Jalandhar - Nakodar Road,Jalandhar,Jalandhar,Punjab,North,144001,Type A PL
Jammu - Gangyal,Jammu,Jammu,Jammu & Kashmir,North,180010,Type B PL
Jammu,Jammu,Jammu,Jammu & Kashmir,North,180015,Type B PL
"Talab Tillo, Jammu",Jammu,Jammu,Jammu & Kashmir,North,180002,Type B PL
"Grain Market, Jamnagar",Jamnagar,Jamnagar,Gujarat,West,361001,Type A PL
"Kadma, Jamshedpur",Jamshedpur,Purbi Singhbhum,Jharkhand,East,831005,Type A PL
Jamshedpur - Golmuri,Jamshedpur,Purbi Singhbhum,Jharkhand,East,831003,Type A PL
Hyderabad - Phoenix Avance,Hyderabad,Hyderabad,Telangana,South,500081,Type A PL
Patna - Gaighat,Patna,Patna,Bihar,East,800007,Type B PL
Kakinada - Sarapavaram,Kakinada,East Godavari,Andhra Pradesh,South,533001,Type A PL
Kanchrapara,Kanchrapara,North 24 Parganas,West Bengal,East,743145,Type A PL
Karnal - Kunjpura Road,Karnal,Karnal,Haryana,North,132001,Type A PL
Karnal - Sector 3,Karnal,Karnal,Haryana,North,132001,Type A PL
Khardah,Khardah,North 24 Parganas,West Bengal,East,700116,Type A PL
Palakkad-Olavakkode,Palakkad,Palakkad,Kerala,South,678002,Type B PL
Kochi-Panampilly Nagar,Kochi,Ernakulame,Kerala,South,682036,Type A PL
"Pachalam, Kochi",Kochi,Ernakulam,Kerala,South,682012,Type A PL
Digha Patna,Patna,Patna,Bihar,East,800011,Type A PL
Gaya - Tekari Road,Gaya,Gaya,Bihar,East,823001,Type B PL
"Pallimukku, Kollam",Kollam,Kollam,Kerala,South,691010,Type A PL
"Mankavu, Kozhikode",Kozhikode,Kozhikode,Kerala,South,673007,Type A PL
Kozhikode - Karaparamba,Kozhikode,Kozhikode,Kerala,South,673010,Type A PL
Kozhikode - Areekkad,Kozhikode,Kozhikode,Kerala,South,673027,Type A PL
Kukatpally - Kphb 6Th Phase,Kukatpally,Rangareddy,Telangana,South,500085,Type A PL
Kulti,Kulti,Barddhaman,West Bengal,East,713343,Negative Location
Kurukshetra - Pipli Road,Kurukshetra,Kurukshetra,Haryana,North,136118,Type A PL
Visakhapatnam - Seethamadhara,Visakhapatnam,Visakhapatnam,Andhra Pradesh,South,530013,Type A PL
Jamshedpur - Azad Nagar,Jamshedpur,Purbi Singhbhum,Jharkhand,East,832110,Type A PL
Malerkotla,Malerkotla,Sangrur,Punjab,North,148023,Negative Location
Mira Road - Sector 11,Mira Bhayander,Thane,Maharashtra,West,401107,Type A PL
"National 8A, Morvi",Morvi,Rajkot,Gujarat,West,363642,Type B PL
Nabadwip,Nabadwip,Nadia,West Bengal,East,741302,Negative Location
Nadiad - Pinj Road,Nadiad,Kheda,Gujarat,West,387002,Type A PL
Nagercoil - Vetturnimadaom,Nagercoil,Kanyakumari,Tamil Nadu,South,629002,Negative Location
Naihati,Naihati,North 24 Parganas,West Bengal,East,743165,Type A PL
Nellore - Vedayapalem,Nellore,Nellore,Andhra Pradesh,South,523004,Type A PL
Noida - Sector 48,Noida,Gautam Buddha Nagar,Uttar Pradesh,North,201301,Type A PL
Noida Sector-41,Noida,Gautam Buddha Nagar,Uttar Pradesh,North,201303,Type A PL
Noida Sector 119,Noida,Gautam Buddha Nagar,Uttar Pradesh,North,201305,Type A PL
"Sutapatti, Muzaffarpur",Muzaffarpur,Muzaffarpur,Bihar,East,842002,Type B PL
Orai,Orai,Jalaun,Uttar Pradesh,North,285001,Type A PL
Palakkad - Victoria College,Palakkad,Palakkad,Kerala,South,678001,Type A PL
Pammal,Pammal,Kancheepuram,Tamil Nadu,South,600075,Type A PL
Panchkula-Sector2,Panchkula Urban Estate,Panchkula,Haryana,North,134112,Type A PL
Panipat Sector-11,Panipat,Panipat,Haryana,North,132103,Type A PL
Patiala - Dlf Colony,Patiala,Patiala,Punjab,North,147001,Type A PL
Ranchi - Piska More,Ranchi,Ranchi,Jharkhand,East,834005,Type A PL
Raipur - Shankar Nagar,Raipur,Raipur,Chhattisgarh,East,492001,Type A PL
Raipur - Tatiband,Raipur,Raipur,Chhattisgarh,East,492099,Type A PL
Rajpur Sonarpur,Rajpur Sonarpur,South 24 Parganas,West Bengal,East,700150,Type A PL
Patna – Fatuha,Patna,Patna,Bihar,East,803201,Negative Location
"Morabadi, Ranchi",Ranchi,Ranchi,Jharkhand,East,834008,Type A PL
"Harmu Road, Ranchi",Ranchi,Ranchi,Jharkhand,East,834001,Type A PL
Raurkela - Koel Nagar,Raurkela,Sundergarh,Orissa,East,769014,Type A PL
Rohtak - Model Town,Rohtak,Rohtak,Haryana,North,124001,Type A PL
Sambalpur - Nayapada,Sambalpur,Sambalpur,Orissa,East,768001,Type A PL
Silchar - Ukd Road,"Silchar, Cachar Dist.",Cachar,Assam,East,788004,Type B PL
Solapur - North Kaba,Solapur,Solapur,Maharashtra,West,413007,Type A PL
Sonipat,Sonipat,Sonipat,Haryana,North,131001,Type A PL
Srinagar,Srinagar,Srinagar,Jammu & Kashmir,North,190010,Negative Location
Srinagar - I G Road,"Srinagar, Jammu & Kashmir",Srinagar,Jammu & Kashmir,North,190008,Type B PL for Govt. Official Salaried
Srinagar,"Srinagar, Jammu & Kashmir",Srinagar,Jammu & Kashmir,North,190003,Type B PL
Tadepalligudam,Tadepalligudam,West Godavari,Andhra Pradesh,South,534101,Type A PL
Tenali,Tenali,Guntur,Andhra Pradesh,South,522201,Type A PL
Tirumala - Trivandrum,Thiruvananthapuram,Thiruvananthapuram,Kerala,South,695561,Type A PL
"Thiruvananthapuram - Technopark,",Thiruvananthapuram,Thiruvananthapuram,Kerala,South,695581,Type B PL
"East Fort, Thrissur",Thrissur,Thrissur,Kerala,South,680005,Type A PL
Tirunelveli-Maharaja Nagar,Tirunelveli,Tirunelveli,Tamil Nadu,South,627011,Type A PL
Tirupati - By Pass Road,Tirupati,Chittoor,Andhra Pradesh,South,517502,Type A PL
Tiruppur - P N Road,Tiruppur,Coimbatore,Tamil Nadu,South,641602,Type A PL
Tiruvottiyur,Tiruvottiyur,Thiruvallur,Tamil Nadu,South,600019,Type A PL
Toothukudi - Kurinji Nagar,Toothukudi,Toothukudi,Tamil Nadu,South,628002,Type B PL
Ujjain - Divine Valley,Ujjain,Ujjain,Madhya Pradesh,West,456010,Type A PL
Uluberia,Uluberia,Haora,West Bengal,East,711315,Type A PL
Yamunanagar,Yamuna Nagar,Yamuna Nagar,Haryana,North,135001,Type B PL
Afzalpur - Havalaga,Gulbarga,Gulbarga,Karnataka,South,585301,Type A PL
Akhnoor,Akhnoor,Jammu,Jammu & Kashmir,North,181201,Negative Location
Araria,Araria,Araria,Bihar,East,854311,Negative Location
Auraiya,Auraiya,Auraiya,Uttar Pradesh,North,206122,Negative Location
Badgam,Badgam,Badgam,Jammu & Kashmir,North,191111,Negative Location
Badnagar,Badnagar,Ujjain,Madhya Pradesh,West,456771,Type B PL
Bagdogra,Bagdogra,Jalpaiguri,West Bengal,East,734014,Type A PL
Baloda Bazar,Baloda Bazar,Raipur,Chhattisgarh,East,494341,Type B PL for Few companies
Balugaon,Balugaon,Khurda,Orissa,East,752030,Type B PL
Bankra,Bankra,Haora,West Bengal,East,711403,Type A PL
Barauni,Barauni,Begusarai,Bihar,East,851112,Negative Location
Bari Brahamna,Bari Brahamna,Samba,Jammu & Kashmir,North,181133,Negative Location
Bhabua,Bhabua,Kaimur,Bihar,East,821101,Negative Location
Bhaderwah,Bhaderwah,Doda,Jammu & Kashmir,North,182222,Negative Location
Bodh Gaya,Bodh Gaya,Gaya,Bihar,East,824231,Negative Location
Canning,Canning,South 24 Parganas,West Bengal,East,743329,Negative Location
Chakdaha,Chakdaha,Nadia,West Bengal,East,741222,Negative Location
Sheohar,Sheohar,Sheohar,Bihar,East,843329,Negative Location
Contai,Contai,Purba Medinipur,West Bengal,East,721401,Negative Location
Chhendipada,Chhendipada,Angul,Orissa,East,759124,Negative Location
Dibiyapur,Dibiyapur,Auraiya,Uttar Pradesh,North,206244,Negative Location
"Chumukedima, Dimapur",Dimapur,Dimapur,Nagaland,East,797103,Negative Location
Doda,Doda,Doda,Jammu & Kashmir,North,182202,Negative Location
Rosera,Rosera,Samastipur,Bihar,East,848210,Negative Location
Duttapukur,Duttapukur,North 24 Parganas,West Bengal,East,743248,Negative Location
Gadarwara,Gadarwara,Narsimhapur,Madhya Pradesh,West,487551,Type B PL
Jamtara,Jamtara,Jamtara,Jharkhand,East,815351,Negative Location
Jehanabad,Jehanabad,Jehanabad,Bihar,East,804408,Negative Location
Jugsalai,Jugsalai,Purbi Singhbhum,Jharkhand,East,831002,Type A PL
Halflong,Halflong,Dima Hasao,Assam,East,788819,Type B PL
Kargil,Kargil,Kargil,Jammu & Kashmir,North,194103,Negative Location
Khategaon,Khategaon,Dewas,Madhya Pradesh,West,455336,Negative Location
"Nh 39, Kohima",Kohima,Kohima,Nagaland,East,797001,Negative Location
Kolencherry,Kolencherry,Ernakulame,Kerala,South,682311,Type A PL
Konnagar,Konnagar,Hugli,West Bengal,East,712235,Type A PL
Koraput,Koraput,Koraput,Orissa,East,764020,Negative Location
Kundara,Kundara,Kollam,Kerala,South,691501,Type A PL
Lamphelpat,Lamphelpat,Imphal West,Manipur,East,795004,Type B PL
Madhepura,Madhepura,Madhepura,Bihar,East,852113,Negative Location
Mallappally,Mallappally,Pathanamthitta,Kerala,South,689585,Negative Location
Mannar ,Mannar ,Alapuzha,Kerala,South,689622,Negative Location
"Duler, Mapusa",Mapusa,North Goa,Goa,West,403507,Type A PL
Morigaon,Morigaon,Morigaon,Assam,East,782105,Negative Location
Benaulim,Benaulim,South Goa,Goa,West,403716,Type A PL
Mughalsarai,Mughalsarai,Chandauli,Uttar Pradesh,North,232101,Negative Location
Multai,Multai,Betul,Madhya Pradesh,West,460661,Negative Location
Guwahati - Jayanagar ,Guwahati,Kamrup,Assam,East,781028,Type A PL
Naharlagun,Naharlagun,Papumpare,Arunachal Pradesh,East,791110,Negative Location
Naugachia,Naugachia,Bhagalpur,Bihar,East,853204,Type B PL
Soalkuchi,Soalkuchi,Kamrup,Assam,East,781103,Negative Location
Pampore,Pampore,Pulwama,Jammu & Kashmir,North,192121,Negative Location
Panna,Panna,Panna,Madhya Pradesh,West,488001,Type B PL
Parli Vaijnath,Parli Vaijnath,Bid,Maharashtra,West,431515,Negative Location
Ponnani,Ponnani,Malappuram,Kerala,South,679577,Negative Location
Pulwama,Pulwama,Pulwama,Jammu & Kashmir,North,192306,Negative Location
Rajouri,Rajouri,Rajouri,Jammu & Kashmir,North,185234,Negative Location
Sanquelim,Sanquelim,North Goa,Goa,West,403505,Negative Location
Gambharia,Gambharia,Seraikela-Kharsawan,Jharkhand,East,832108,Type A PL
Khunti,Khunti,Ranchi,Jharkhand,East,835210,Type B PL
Sopore,Sopore,Baramulla,Jammu & Kashmir,North,193201,Negative Location
Sultanganj,Sultanganj,Bhagalpur,Bihar,East,813213,Type B PL
Supaul,Supaul,Supaul,Bihar,East,852131,Negative Location
Tarakeswar,Tarakeswar,Hugli,West Bengal,East,712410,Negative Location
Udalguri,Udalgiri,Sonitpur,Assam,East,784509,Negative Location
Umaria,Umaria,Umaria,Madhya Pradesh,West,484555,Negative Location
Usgaon,Usgaon,North Goa,Goa,West,403407,Negative Location
Valsad - Abrama,Valsad,Valsad,Gujarat,West,396001,Type A PL
Shapar - Veraval,Veraval Shapar,Rajkot,Gujarat,West,360025,Type A PL
Wadakancherry,Wadakancherry,Thrissur,Kerala,South,680582,Type A PL
Mandrem,Mandrem,North Goa,Goa,West,403527,Type A PL
Ambassa,Ambassa,Dhalai,Tripura,East,794289,Negative Location
Bagnan,Bagnan,Haora,West Bengal,East,711303,Negative Location
Bijbehara,Bijbehara,Anantnag,Jammu & Kashmir,North,192124,Negative Location
Sujanpur,Sujanpur,Gurdaspur,Punjab,North,145023,Negative Location
Maynaguri,Maynaguri,Jalpaiguri,West Bengal,East,735224,Negative Location
Bomdila,Bomdila,West Kameng,Arunachal Pradesh,East,790001,Negative Location
Burnihat ,Burnihat ,Ri Bhoi,Meghalaya,East,793101,Negative Location
Candolim,Candolim,North Goa,Goa,West,403515,Type A PL
Umroi,Umroi,Ri Bhoi,Meghalaya,East,793103,Type B PL
Chaheru,Chaheru,Kapurthala,Punjab,North,144411,Type A PL
Chandgad,Chandgad,Kolhapur,Maharashtra,West,416509,Negative Location
Chandranagar,Chandranagar,Palakkad,Kerala,South,678007,Type A PL
Chicalim,Chicalim,South Goa,Goa,West,403802,Negative Location
Banikhet,Banikhet,Chamba,Himachal Pradesh,North,176303,Negative Location
Dared,Dared,Jamnagar,Gujarat,West,361004,Type A PL
Gairatganj,Gairatganj,Raisen,Madhya Pradesh,West,464884,Negative Location
Jorethang,Jorethang,South Sikkim,Sikkim,East,737121,Negative Location
"Bokakhat, Assam ",Bokakhat,Golaghat,Assam,East,785612,Negative Location
Lumding,Lumding,Nagaon,Assam,East,782447,Negative Location
"Kottiyam, Kerala",Kottiyam,Kollam,Kerala,South,691589,Type A PL
Kumbalagodu,Kumbalagodu,Bangalore Urban,Karnataka,South,560074,Type A PL
Nagarnar,Nagarnar,Bastar,Chhattisgarh,East,494341,Type B PL for Few companies
Nagrota,Nagrota,Jammu,Jammu & Kashmir,North,181221,Negative Location
Narendrapur,Narendrapur,South 24 Parganas,West Bengal,East,700103,Type A PL
Nigri,Nigri,Singrauli,Madhya Pradesh,West,486669,Negative Location
Parompat,Parompat,Imphal East,Manipur,East,795005,Type B PL
Ramban,Ramban,Jammu,Jammu & Kashmir,North,182144,Negative Location
Reasi,Reasi,Jammu,Jammu & Kashmir,North,182311,Negative Location
Rs Pura,Rs Pura,Jammu,Jammu & Kashmir,North,181102,Negative Location
Santa Cruz - Goa,Santa Cruz,North Goa,Goa,West,403005,Type A PL
Jamner,Jamner,Chandrapur,Maharashtra,West,424206,Type A PL
Balitutha,Balitutha,Jagatsinghpur,Orissa,East,754141,Type B PL
Tawang,Tawang,Tawang,Arunachal Pradesh,East,790104,Negative Location
Verna,Verna,South Goa,Goa,West,403722,Type A PL
Adimaly,Adimaly,Idukki,Kerala,South,685561,Negative Location
Anchal,Anchal,Kollam,Kerala,South,691306,Type A PL
Mukkam,Mukkam,Kozhikode,Kerala,South,673602,Negative Location
"Chaaka, Thiruvananthapuram",Thiruvananthapuram,Thiruvananthapuram,Kerala,South,695024,Type A PL
Valanchery,Valanchery,Malappuram,Kerala,South,676552,Type A PL
Ambalapuzha,Ambalapuzha,Alapuzha,Kerala,South,688561,Type B PL
Kallambalam,Kallambalam,Thiruvananthapuram,Kerala,South,695605,Type B PL
Kolkata - Garfa,Kolkata,Kolkata,West Bengal,East,700075,Type A PL
 Kizhoor Iritty,Kizhoor Iritty,Kannur,Kerala,South,670704,Type A PL
Shornanur,Shornanur,Palakkad,Kerala,South,679121,Type A PL
Koothattukulam,Koothattukulam,Ernakulame,Kerala,South,686662,Type A PL
Mundkayam,Mundkayam,Idukki,Kerala,South,686513,Negative Location
Kuravilangad,Kuravilangad,Kottayam,Kerala,South,686633,Negative Location
Kolkata – Mahamayatala,Kolkata,Kolkata,West Bengal,East,700084,Type A PL
Kondotti,Kondotti,Malappuram,Kerala,South,673638,Negative Location
Nadapuram,Nadapuram,Kozhikode,Kerala,South,673504,Negative Location
Nemmara,Nemmara,Palakkad,Kerala,South,678508,Negative Location
Kattakada,Kattakada,Thiruvananthapuram,Kerala,South,695572,Type A PL
Pathanapuram,Pathanapuram,Kollam,Kerala,South,689695,Negative Location
Sasthamcotta,Sasthamcotta,Kollam,Kerala,South,690521,Type A PL
Tamarassery,Tamarassery,Kozhikode,Kerala,South,673573,Type A PL
Piravom,Piravom,Ernakulam,Kerala,South,686664,Type A PL
Thrippunithura,Thrippunithura,Eranakulam,Kerala,South,682301,Type A PL
"College Street, Kolkata ",Kolkata,Kolkata,West Bengal,East,700073,Type A PL
Trikkarippur,Trikkarippur,Kasargode,Kerala,South,671310,Negative Location
Vadakkancheri,Vadakkancheri,Palakkad,Kerala,South,678683,Type A PL
Kharagpur - Inda,Kharagpur,Paschim Medinipur,West Bengal,East,721305,Type B PL
Vattiyoorkavu,Vattiyoorkavu,Thiruvananthapuram,Kerala,South,695013,Type A PL
Vengara,Vengara,Malappuram,Kerala,South,676304,Type A PL
"Triprayar, Nattika",Triprayar,Thrissur,Kerala,South,680566,Type A PL
Kolkata - Birati,Kolkata,Kolkata,West Bengal,East,700049,Type A PL
Kalady,Kalady,Eranakulam,Kerala,South,683550,Type B PL
Pothencode,Pothencode,Thiruvananthapuram,Kerala,South,695584,Type A PL
Trikkakara,Trikkakara,Ernakulame,Kerala,South,682024,Type A PL
Veenjaramoodu,Veenjaramoodu,Thiruvananthapuram,Kerala,South,695607,Negative Location
Chitlapakkam,Chitlapakkam,Kancheepuram,Tamil Nadu,South,600044,Type A PL
Kolkata - Dumdum Cantonment,Kolkata,Kolkata,West Bengal,East,700028,Type A PL
Kolkata - Belgharia ,Kolkata,Kolkata,West Bengal,East,700056,Type A PL
Kundrathur,Kundrathur,Kancheepuram,Tamil Nadu,South,600069,Type A PL
Kolkata - Maheshtala,Kolkata,Kolkata,West Bengal,East,700141,Type A PL
Maduravayol,Maduravayol,Thiruvallur,Tamil Nadu,South,600095,Type A PL
Maraimalainagar,Maraimalainagar,Kancheepuram,Tamil Nadu,South,603209,Type A PL
Chennai - Neelakarai,Chennai,Chennai,Tamil Nadu,South,600041,Type A PL
Porur-Chennai,Chennai,Chennai,Tamil Nadu,South,600116,Type A PL
Ramapuram,Ramapuram,Thiruvallur,Tamil Nadu,South,600089,Type A PL
Mudichur,Mudichur,Kancheepuram,Tamil Nadu,South,600063,Type A PL
Ayyappanthangal,Ayyappanthangal,Kancheepuram,Tamil Nadu,South,600056,Type A PL
Kelambakkam,Kelambakkam,Kancheepuram,Tamil Nadu,South,603108,Type A PL
Kovilambakkam,Kovilambakkam,Thiruvallur,Tamil Nadu,South,600117,Type A PL
Oragadam,Oragadam,Kancheepuram,Tamil Nadu,South,603105,Type A PL
Kolkata - Metropolitan,Kolkata,Kolkata,West Bengal,East,700105,Type A PL
Sithalapakkam,Sithalapakkam,Kancheepuram,Tamil Nadu,South,600126,Type A PL
Perumbakkam,Perumbakkam,Thiruvallur,Tamil Nadu,South,600100,Type A PL
Siruseri,Siruseri,Kancheepuram,Tamil Nadu,South,603103,Type A PL
Basanti,Basanti,South 24 Parganas,West Bengal,East,743312,Type A PL
Ketugram,Ketugram,Burdwan,West Bengal,East,713129,Negative Location
Khoraj,Khoraj,Ahmedabad,Gujarat,West,382170,Type A PL
Karimpur,Karimpur,Nadia,West Bengal,East,741152,Negative Location
Laksmikantapur,Laksmikantapur,South 24 Parganas,West Bengal,East,743343,Negative Location
Shyamnagar,Shyamnagar,North 24 Parganas,West Bengal,East,743133,Negative Location
Durgapur,Durgapur,Burdwan,West Bengal,East,713212,Type A PL
Geyzing,Geyzing,West Sikkim,Sikkim,East,737111,Negative Location
Islampur - Sonamati Road,Islampur,Uttar Dinajpur,West Bengal,East,733202,Negative Location
Margherita,Margherita,Tinsukia,Assam,East,786181,Negative Location
Dhemaji,Dhemaji,Dhemaji,Assam,East,787057,Negative Location
Jagiroad,Jagiroad,Morigaon,Assam,East,782410,Negative Location
Bijoynagar,Bijoynagar,Kamrup,Assam,East,781122,Negative Location
Hemgir,Hemgir,Sundergarh,Orissa,East,770013,Negative Location
"Harlur Road, Bangalore",Bangalore,Bangalore Urban,Karnataka,South,560102,Type A PL
Sultanpur Lodhi,Sultanpur,Kapurthala,Punjab,North,144626,Type A PL
"Navagam, Surat",Navagam,Surat,Gujarat,West,394185,Type A PL
Bangalore - Vyalikaval ,Bangalore,Bangalore Urban,Karnataka,South,560003,Type A PL
Sanganahalli,Sanganahalli,Kolar,Karnataka,South,563121,Type B PL
Karadaguru,Karadaguru,Kolar,Karnataka,South,563121,Type B PL
Shiradwad,Shiradwad,Belgaum,Karnataka,South,591214,Type A PL
Karatga,Karatga,Belgaum,Karnataka,South,591263,Negative Location
Ambanagar,Ambanagar,Vidisha,Madhya Pradesh,West,464221,Negative Location
Johad,Johad,Vidisha,Madhya Pradesh,West,464221,Negative Location
Bhuwankheri,Bhuwankheri,Harda,Madhya Pradesh,West,461228,Negative Location
